0, 0, 0.012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,business
0.008, 0, 0.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.063, 0, 0, 0, 0, 0, 0,business
0, 0, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,business
0, 0, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.043, 0, 0, 0, 0, 0,business
0, 0, 0.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,business
0, 0, 0.043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,business
0, 0, 0.07999999999999999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,business
0, 0, 0.073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,business
0, 0, 0.074, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.042, 0, 0, 0, 0, 0, 0, 0, 0, 0,business
0, 0, 0.061, 0, 0, 0, 0, 0, 0, 0, 0, 0.009, 0, 0.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,business
0, 0, 0, 0, 0, 0, 0, 0, 0.031, 0, 0, 0, 0, 0, 0.015, 0, 0, 0, 0, 0, 0, 0, 0, 0,business
0.009, 0.005, 0.017, 0, 0, 0.002, 0, 0, 0.198, 0, 0, 0.023, 0, 0, 0, 0, 0, 0.044, 0, 0, 0, 0, 0, 0,business
0.016, 0, 0, 0, 0, 0, 0, 0, 0.031, 0, 0, 0, 0, 0, 0.087, 0, 0, 0.014, 0, 0, 0, 0, 0, 0,business
0, 0, 0, 0, 0, 0, 0, 0, 0.151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,business
0, 0, 0, 0, 0, 0, 0, 0, 0.151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,business
0, 0.027, 0.005, 0, 0, 0, 0, 0, 0.151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.033, 0, 0, 0,business
0.029, 0.013999999999999999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.115, 0, 0.001, 0, 0, 0.221, 0, 0, 0, 0, 0, 0, 0,business
0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.015, 0, 0.001, 0, 0, 0.188, 0, 0, 0, 0, 0, 0, 0,business
0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.115, 0, 0.028, 0, 0, 0.221, 0, 0, 0, 0, 0, 0, 0,business
0, 0.028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0, 0.001, 0, 0, 0.188, 0, 0, 0, 0, 0, 0, 0,business
0.007, 0.001, 0.003, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0, 0.040999999999999995, 0, 0, 0.188, 0, 0, 0, 0, 0.041, 0, 0,business
0, 0.012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.116, 0, 0.047, 0.007, 0, 0.273, 0, 0, 0, 0, 0, 0, 0.034,business
0, 0, 0.003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.031, 0.007, 0, 0, 0, 0, 0, 0, 0.041, 0, 0.034,business
0, 0.001, 0.017, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0, 0.001, 0, 0, 0.188, 0, 0, 0, 0, 0, 0, 0,business
0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0, 0.001, 0, 0, 0.188, 0, 0, 0, 0, 0, 0, 0,business
